term;term.soort;term.status;bron;term.nummer;scope_note
nachtkleed;objectnaam$motief;descriptor;http://vocab.getty.edu/aat/;300046175;""
nachtkleding;objectcategorie$onderwerp;descriptor;https://www.wikidata.org/entity/;Q1187616;""
rekenschijf;objectnaam;descriptor;http://vocab.getty.edu/aat/;300390989;""
Yorkshire;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7008171;""
rekeninstrument;objectcategorie$onderwerp;non-descriptor;http://vocab.getty.edu/aat/;300081382;""
bougie;objectnaam;descriptor;http://vocab.getty.edu/aat/;300433479;""
Bloomfield;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;2064131;""
uitvinder;rol$motief$beroep;descriptor;http://vocab.getty.edu/aat/$https://www.wikidata.org/entity/;300025845$Q205375;""
zetbok;objectnaam$onderwerp;descriptor;"";"";""
naamplaatje;soort opschrift$objectnaam;non-descriptor;"";"";""
polyamide;materiaal;descriptor;http://vocab.getty.edu/aat/;300014469;""
gebreid;techniek$trefwoord$onderwerp$collectie;non-descriptor;"";"";""
ijzeren sluitingsflessen;objectnaam;niet gedefinieerd;"";"";""
typmachine;objectnaam$inscriptie positie;non-descriptor;"";"";""
impulsmeter;objectnaam;niet gedefinieerd;"";"";""
weerstand;objectnaam;descriptor;http://vocab.getty.edu/aat/$http://www.wikidata.org/entity/;300191642$Q5321;""
West-Duitsland;geografisch trefwoord$plaats$land;descriptor;http://vocab.getty.edu/tgn/;7000081;""
nachthemd;objectnaam;descriptor;http://vocab.getty.edu/aat/;300209952;""
pyjama;objectnaam;descriptor;http://vocab.getty.edu/aat/;300215942;""
soldeertoestel;objectnaam;niet gedefinieerd;"";"";""
draadrecorder;objectnaam;niet gedefinieerd;"";"";""
polyurethaan;materiaal;descriptor;http://vocab.getty.edu/aat/$https://www.wikidata.org/entity/;300014495$Q146322;""
Ratingen;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7004946;""
ajourwerk (borduurwerk);techniek;descriptor;http://vocab.getty.edu/aat/;300264698;Verwijst naar werk dat is gemaakt van linnen of een andere stof, waarop een motief is aangebracht door een draad te trekken door het materiaal, waardoor een maaswerk ontstaat dat vervolgens met steken wordt bewerkt. Het werd vooral ontwikkeld in Italië en was een voorloper van de naaldkant uit de 16de eeuw. Het werd ook daarna nog in veel landen geproduceerd en is vaak te zien als standaard naaldwerk op borduurmerklappen uit de 17de eeuw en later. 
been;materiaal;descriptor;http://vocab.getty.edu/aat/;300011798;""
spectroscoop;objectnaam;niet gedefinieerd;"";"";""
afzuigkap;objectnaam;descriptor;http://vocab.getty.edu/aat/;300069730;""
handboor;objectnaam;descriptor;http://vocab.getty.edu/aat/;300161475;""
kast;objectnaam$inscriptie positie$motief$onderwerp;descriptor;http://vocab.getty.edu/aat/;300038860;Meubilair dat een ruimte omsluit en meestal ongeveer de constructie van een kist of doos heeft en dient voor opslag of vertoning van voorwerpen.
spotlicht;objectnaam;descriptor;http://vocab.getty.edu/aat/;300180323;Verlichtingsmiddelen met een lens of lenssysteem die een geconcentreerde, sterke lichtbundel maakt. 
verzorgingstafel;objectnaam;descriptor;http://vocab.getty.edu/aat/;300422971;""
platenspeler;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300310108;pparaten die men gebruikt om geluid te reproduceren dat is opgenomen op langspeelplaten, die meestal van vinyl zijn. De term gebruikt men gewoonlijk voor de moderne hifi-versie van de grammofoon, waarbij het geluid elektronisch wordt versterkt en de draaitafel door een elektromotor wordt aangedreven. 
spaarlamp;objectnaam;descriptor;"";"";""
Jupille-sur-Meuse;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1026521;""
Bolton;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7010534;""
peilstok;objectnaam;descriptor;https://www.wikidata.org/entity/;Q27895215;""
kandelaar;objectnaam;descriptor;http://vocab.getty.edu/aat/$http://www.wikidata.org/entity/;300037588$Q151771;""
Maleisië;geografisch trefwoord$plaats$land;descriptor;http://vocab.getty.edu/tgn/;1000128;""
watermeter;objectnaam;descriptor;http://vocab.getty.edu/aat/$http://www.wikidata.org/entity/;300199678$Q268503;""
urinezak;objectnaam;niet gedefinieerd;"";"";""
hardheidstester;objectnaam;descriptor;"";"";""
onderhemd;objectnaam;descriptor;http://vocab.getty.edu/aat/;300210573;""
onderjurk;objectnaam;descriptor;http://vocab.getty.edu/aat/$http://www.wikidata.org/entity/;300210564$Q29528636;""
onderrok;objectnaam;descriptor;http://vocab.getty.edu/aat/;300210574;""
kolenschep;objectnaam;descriptor;http://vocab.getty.edu/aat/;300423365;""
half-synthetisch;materiaal;non-descriptor;"";"";""
Bath;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7011197;""
drukblok;objectnaam;descriptor;http://vocab.getty.edu/aat/;300161798;"Wordt in het algemeen gebruikt voor blokken, meestal van hout, die zijn bewerkt om een afdruk op papier, stof of ander materiaal te drukken, of om andere materialen die het eigenlijke drukvlak vormen, te ondersteunen. Gebruik waar mogelijk een specifiekere benaming; geef de voorkeur aan 'drukplaten' voor metalen drukvlakken. "
geborduurd;techniek$trefwoord$objectnaam$motief$onderwerp;non-descriptor;http://vocab.getty.edu/aat/;300053653;erwijst naar het procedé waarbij een naald en een draad of een dunne metaaldraad worden gebruikt voor het stikken van decoratieve patronen in stof, leer, papier of ander materiaal. 
bustehouder;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300210538;""
kunstzijde;trefwoord$materiaal$motief$objectnaam;non-descriptor;"";"";""
mondkapje;objectnaam;descriptor;https://www.wikidata.org/entity/;Q10282403;""
vinyl;materiaal;descriptor;http://vocab.getty.edu/aat/;300014502;""
verbandset;objectnaam;niet gedefinieerd;"";"";""
Buggenhout;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1026361;""
afdekdoek;objectnaam;descriptor;"";"";""
Heidenheim;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7012419;""
muts;objectnaam;descriptor;http://vocab.getty.edu/aat/;300411704;""
schoolbank;objectnaam;descriptor;http://vocab.getty.edu/aat/;300298974;Banken die in klaslokalen staan met schrijftafels, die meestal aan de banken vastzitten, bedoeld voor twee of meer leerlingen.
bontstikmachine;objectnaam;descriptor;"";"";""
latex;materiaal;non-descriptor;http://vocab.getty.edu/aat/;300013021;""
slee;objectnaam;descriptor;http://vocab.getty.edu/aat/;300216402;""
Krim;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7010345;""
Wijgmaal-Herent;geografisch trefwoord$plaats;niet gedefinieerd;"";"";""
karot;objectnaam;niet gedefinieerd;"";"";""
Amersfoort;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7006922;""
metaalbeits;objectnaam;descriptor;"";"";""
Gelrode (Aarschot);geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7239007;""
pasta;materiaal$objectnaam$trefwoord;descriptor;http://vocab.getty.edu/aat/;300014838;""
Solingen;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7004940;""
Nijmegen;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7031832;""
poederdons;objectnaam;niet gedefinieerd;"";"";""
poederdoos;objectnaam;descriptor;http://vocab.getty.edu/aat/;300046266;Accessoires voor het op het lichaam dragen van cosmetica. Meestal zijn ze gemaakt van metaal of plastic, en ze kunnen vrij decoratief zijn. De binnenkant bevat meestal een spiegel in het deksel van de ene helft en gezichtspoeder in de andere helft, maar kan ook vakjes hebben voor rouge of lippenstift, of een onderdeel voor de bevestiging van een lippenstiftkoker. 
houder lippenstift;objectnaam;niet gedefinieerd;"";"";""
zalf;objectnaam$materiaal;descriptor;http://vocab.getty.edu/aat/;300391379;""
Singapore;geografisch trefwoord$plaats$land;descriptor;http://vocab.getty.edu/tgn/;7000381;""
Sedan;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7009674;""
merknaam;rol$soort opschrift;descriptor;http://vocab.getty.edu/aat/$http://www.wikidata.org/entity/;300343372$Q167270;""
Courbevoie;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7009061;""
Haarlem;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7007048;""
Lodewijk XVI;school / stijl;descriptor;http://vocab.getty.edu/aat/;300021271;""
draaibank;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300023793;"Machines waarin voorwerpen op een horizontale as worden vastgeklemd en rondgedraaid terwijl ze worden bewerkt met een vaste boor, schaaf of ander gereedschap; de objecten worden vastgehouden door een klauwplaat, stelplaat of leest, of tussen twee spilkoppen geklemd. "
Ath;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7007858;""
grammofoon;trefwoord$objectnaam;descriptor;http://vocab.getty.edu/aat/$https://www.wikidata.org/entity/;300310107$Q7112808;""
condoom;objectnaam$inscriptie positie;descriptor;http://www.wikidata.org/entity/;Q14076;""
pollepel;objectnaam;descriptor;http://vocab.getty.edu/aat/;300043182;Keukengerei met een lang handvat en soms met een lepel aan het uiteinde voor het roeren van voedsel en dranken. 
snorrenkop;objectnaam;descriptor;http://vocab.getty.edu/aat/;300043209;Koppen die achter de rand een bruggetje hebben om de snor te beschermen tijdens het drinken. Ingevoerd in de 19e eeuw. 
cd-rom;materiaalsoort$objectnaam;descriptor;http://vocab.getty.edu/aat/;300196583;""
Angoulême;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7008565;""
naaien;trefwoord$objectnaam$motief$onderwerp;descriptor;http://vocab.getty.edu/aat/;300053658;In het algemeen te gebruiken voor het samenvoegen van materialen met draad, touw of andere fijne draad met een naald of een priem. De betekenis overlapt met 'stikken'. 
Jumet;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1026520;""
medicijn;objectnaam$onderwerp$motief;descriptor;http://vocab.getty.edu/aat/;300379869;Stoffen van dierlijke, plantaardige, minerale of synthetische herkomst die worden gebruikt als ingrediënt in de farmacie, om een ziekte te voorkomen of behandelen, als medicijn, of om anderszins een fysiologisch effect op een levend organisme te bewerkstelligen.
tablet;objectnaam;descriptor;http://vocab.getty.edu/aat/;300028879;""
schaafmes;objectnaam;descriptor;"";"";""
metaalplaatje;soort opschrift;niet gedefinieerd;"";"";""
wetenschap;motief$onderwerp;descriptor;http://vocab.getty.edu/aat/;300054462;""
krantentekening;objectnaam;niet gedefinieerd;"";"";""
fotoalbum;objectnaam;descriptor;http://vocab.getty.edu/aat/;300026695;Albums met foto's erin geplakt, met of zonder informatie erbij. 
droogstempel;soort opschrift$objectnaam;descriptor;https://www.wikidata.org/entity/;Q884372;""
stalenbrander;objectnaam;niet gedefinieerd;"";"";""
kruk;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300038418;"Het meest algemene soort zitmeubel tot de 19e eeuw. Ze verschillen van 'banken' omdat er maar één persoon op past en worden meestal onderscheiden van 'stoelen' omdat ze geen rugleuning hebben. De hoge zitmeubels bij een bar of toonbank worden echter ook krukken genoemd, hoewel ze soms een rugleuning hebben. Ze worden meestal in twee typen uitgevoerd; het ene type heeft vier rechte poten en bij het andere type kruisen de poten elkaar. "
drukpers;motief$objectnaam$associatie$onderwerp;descriptor;http://vocab.getty.edu/aat/;300022763;""
Otterlo;plaats$geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;7006900;""
meerpaal;objectnaam;descriptor;http://vocab.getty.edu/aat/;300007937;""
fornuis;motief$objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300411465;Een toestel dat wordt gebruikt om op te koken. het fornuis ontwikkelde zich vanuit een kachel waarop eveneens kon worden gekookt. Later kwam de mogelijkheid om meerdere gerechten tegelijkertijd te koken. Tegenwoordig spreekt men in het algemeen over een fornuis als het een combinatie van een aantal kookpitten en een oven betreft. Er bestaan o.a. kolen-, gas- en elektrische fornuizen. 
leuning;objectnaam;descriptor;http://vocab.getty.edu/aat/;300002018;""
Turijn;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7038374;""
industriële architectuur;trefwoord$motief$collectie$onderwerp;descriptor;http://vocab.getty.edu/aat/;300006231;"Verwijst naar gebouwen of groepen gebouwen die bedoeld zijn als behuizing van machines en activiteiten welke ontstonden na de Industriële Revolutie, vanaf het midden van de 19de eeuw. 
Te gebruiken wanneer het gebouw de focus van de foto is, buitenzichten, luchtfoto's,..."
Stourbridge;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7011010;""
Pieksämäki;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1031504;""
tuberculose;trefwoord$objectnaam$motief;descriptor;https://www.wikidata.org/entity/;Q12204;""
schilderkunst;trefwoord;descriptor;https://www.wikidata.org/entity/;Q11629;""
fotomap;objectnaam;niet gedefinieerd;"";"";""
brood;trefwoord$motief$objectnaam;descriptor;http://vocab.getty.edu/aat/;300262820;In het algemeen te gebruiken voor bereid voedsel dat wordt gemaakt van deeg, dat bestaat uit bloem of meel van verschillende planten, water en andere ingrediënten, met of zonder toevoeging van een rijsmiddel. Specifiek te gebruiken voor broden of gebak van deeg met bloem, die worden bereid door middel van bakken.
wasmachine;objectnaam$motief$onderwerp;descriptor;http://vocab.getty.edu/aat/;300163297;Meestal machinaal aangedreven apparaten die worden gebruikt om kleding en linnengoed te wassen.
tandwiel;objectnaam$inscriptie positie;descriptor;http://vocab.getty.edu/aat/$http://www.wikidata.org/entity/;300125467$Q143828;""
grafiek;trefwoord$motief$objectnaam$associatie;descriptor;http://vocab.getty.edu/aat/;300027020;Productie van stoffen
string;objectnaam;niet gedefinieerd;"";"";""
wegenbouw;trefwoord$motief;descriptor;https://www.wikidata.org/entity/;Q4181026;""
burgerij;trefwoord$motief;descriptor;http://vocab.getty.edu/aat/;300055481;""
brief;objectnaam$trefwoord$inscriptie positie;descriptor;http://vocab.getty.edu/aat/;300026879;Wordt gebruikt voor, meestal op papier opgetekende en verzonden correspondentie die een ietwat officiëler karakter draagt dan memo's of aantekeningen. 
tegels;trefwoord$objectnaam$motief;descriptor;http://vocab.getty.edu/aat/;300010676;""
schrijfmap;objectnaam;descriptor;"";"";""
parelmoer;materiaal;descriptor;http://vocab.getty.edu/aat/;300011835;""
hoeden;trefwoord$motief$onderwerp;descriptor;http://vocab.getty.edu/aat/;300046106;""
pen;objectnaam$inscriptie positie;descriptor;http://vocab.getty.edu/aat/$http://www.wikidata.org/entity/;300022452$Q165447;""
steriliseerpot;objectnaam;descriptor;"";"";""
linotype;trefwoord$onderwerp$associatie;descriptor;http://vocab.getty.edu/aat/;300041393;""
kaartruitertje;objectnaam;descriptor;"";"";""
modacryl;materiaal;descriptor;https://www.wikidata.org/entity/;Q1857559;""
handschoen;objectnaam$inscriptie positie;descriptor;http://vocab.getty.edu/aat/$http://www.wikidata.org/entity/;300148821$Q169031;""
werkloosheid;associatie$onderwerp;descriptor;http://vocab.getty.edu/aat/;300055709;""
rek;objectnaam;descriptor;http://vocab.getty.edu/aat/;300079641;"Te gebruiken voor raamwerken van ijzerdraad, pennen, stangen, roosters of planken waar objecten op of in kunnen worden geplaatst of gehangen, vaak voor opslag of berging; kan vrijstaand zijn of vastgezet tegen muren. "
self-actor;trefwoord$objectnaam;non-descriptor;"";"";""
textielmachines;trefwoord$motief$onderwerp;niet gedefinieerd;"";"";""
breimachines;trefwoord$objectcategorie;descriptor;https://www.wikidata.org/entity/;Q1094365;""
haarspeld;objectnaam;descriptor;http://vocab.getty.edu/aat/;300211601;""
staalboek;objectnaam;descriptor;http://vocab.getty.edu/aat/;300026131;Boeken met ontwerpen of tekeningen die zijn verspreid of uitgegeven om wijdverspreide reproductie mogelijk te maken. Ze kunnen worden gebruikt voor tekening- of prentverzamelingen die dienen als modellen voor kunstenaars. 
houtbewerking;motief$collectie$onderwerp;descriptor;https://www.wikidata.org/entity/;Q816871;""
interieurtextiel;trefwoord$onderwerp$collectie;descriptor;"";"";""
Japan;geografisch trefwoord$motief$plaats$land;descriptor;http://vocab.getty.edu/tgn/;1000120;""
pedaal;objectnaam$inscriptie positie;descriptor;http://vocab.getty.edu/aat/;300209214;""
stoel;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/$http://www.wikidata.org/entity/;300037772$Q15026;""
fotopapier;materiaal;descriptor;http://vocab.getty.edu/aat/;300014190;Papier voor het maken van fotografische afdrukken dat bestaat uit een basismateriaal met een (gebroken) wit oppervlak dat is gecoat met een of meer emulsielagen. 
viscose;materiaal$motief$objectnaam$trefwoord$onderwerp;descriptor;http://vocab.getty.edu/aat/;300014059;""
kunst;trefwoord$motief;descriptor;http://vocab.getty.edu/aat/;300054138;""
staalindustrie;trefwoord;non-descriptor;"";"";""
smeltzekering;objectnaam;descriptor;"";"";""
verfstoffen;trefwoord$motief$objectnaam;niet gedefinieerd;"";"";""
kloppermengelaar;objectnaam;niet gedefinieerd;"";"";""
borduurraam;objectnaam;descriptor;http://vocab.getty.edu/aat/;300425088;""
strijkijzer;objectnaam$inscriptie positie$onderwerp;descriptor;http://vocab.getty.edu/aat/;300185311;Apparaten, meestal met een tamelijk zware, platte metalen basis, die kunnen worden verhit en gebruikt om stukken stof glad te maken, af te werken of te persen. 
confituurpot;objectnaam;descriptor;http://vocab.getty.edu/aat/;300237516;Kleine potten voor het serveren van jam of confitures, meestal met een deksel dat vaak een inkeping heeft voor de steel van een jamlepel en een vaste bordachtige onderzetter. Is soms onderdeel van een ontbijtservies. 
